Fragment Size,Count,Range,Group,BAM File
72685223,1,>1000,Tumor,H8-tumor.bam
33481528,1,>1000,Tumor,H8-tumor.bam
43924898,1,>1000,Tumor,H8-tumor.bam
547764,1,>1000,Tumor,H8-tumor.bam
551965,1,>1000,Tumor,H8-tumor.bam
505019,1,>1000,Tumor,H8-tumor.bam
505057,1,>1000,Tumor,H8-tumor.bam
536971,1,>1000,Tumor,H8-tumor.bam
3628,1,>1000,Tumor,H8-tumor.bam
534331,1,>1000,Tumor,H8-tumor.bam
489690,1,>1000,Tumor,H8-tumor.bam
489705,1,>1000,Tumor,H8-tumor.bam
495565,1,>1000,Tumor,H8-tumor.bam
495587,1,>1000,Tumor,H8-tumor.bam
489688,1,>1000,Tumor,H8-tumor.bam
505926,1,>1000,Tumor,H8-tumor.bam
493947,1,>1000,Tumor,H8-tumor.bam
2170,1,>1000,Tumor,H8-tumor.bam
493975,1,>1000,Tumor,H8-tumor.bam
489201,1,>1000,Tumor,H8-tumor.bam
496467,1,>1000,Tumor,H8-tumor.bam
496478,1,>1000,Tumor,H8-tumor.bam
537113,1,>1000,Tumor,H8-tumor.bam
6480,1,>1000,Tumor,H8-tumor.bam
540039,1,>1000,Tumor,H8-tumor.bam
510018,1,>1000,Tumor,H8-tumor.bam
544536,1,>1000,Tumor,H8-tumor.bam
544082,1,>1000,Tumor,H8-tumor.bam
2711,1,>1000,Tumor,H8-tumor.bam
535055,1,>1000,Tumor,H8-tumor.bam
532111,1,>1000,Tumor,H8-tumor.bam
531572,1,>1000,Tumor,H8-tumor.bam
501761,1,>1000,Tumor,H8-tumor.bam
489683,1,>1000,Tumor,H8-tumor.bam
501090,1,>1000,Tumor,H8-tumor.bam
553024,1,>1000,Tumor,H8-tumor.bam
550444,1,>1000,Tumor,H8-tumor.bam
510236,1,>1000,Tumor,H8-tumor.bam
553122,1,>1000,Tumor,H8-tumor.bam
499976,1,>1000,Tumor,H8-tumor.bam
500015,1,>1000,Tumor,H8-tumor.bam
8058,1,>1000,Tumor,H8-tumor.bam
539541,1,>1000,Tumor,H8-tumor.bam
550162,1,>1000,Tumor,H8-tumor.bam
550144,1,>1000,Tumor,H8-tumor.bam
493040,1,>1000,Tumor,H8-tumor.bam
518657,1,>1000,Tumor,H8-tumor.bam
499189,1,>1000,Tumor,H8-tumor.bam
535948,1,>1000,Tumor,H8-tumor.bam
502832,1,>1000,Tumor,H8-tumor.bam
536027,1,>1000,Tumor,H8-tumor.bam
498960,1,>1000,Tumor,H8-tumor.bam
494389,1,>1000,Tumor,H8-tumor.bam
494406,1,>1000,Tumor,H8-tumor.bam
550717,1,>1000,Tumor,H8-tumor.bam
12166,1,>1000,Tumor,H8-tumor.bam
532181,1,>1000,Tumor,H8-tumor.bam
8146,1,>1000,Tumor,H8-tumor.bam
554394,1,>1000,Tumor,H8-tumor.bam
10932,1,>1000,Tumor,H8-tumor.bam
527275,1,>1000,Tumor,H8-tumor.bam
11664,1,>1000,Tumor,H8-tumor.bam
4677,1,>1000,Tumor,H8-tumor.bam
528526,1,>1000,Tumor,H8-tumor.bam
5434,1,>1000,Tumor,H8-tumor.bam
546069,1,>1000,Tumor,H8-tumor.bam
500733,1,>1000,Tumor,H8-tumor.bam
17010,1,>1000,Tumor,H8-tumor.bam
484044,1,>1000,Tumor,H8-tumor.bam
539073,1,>1000,Tumor,H8-tumor.bam
539093,1,>1000,Tumor,H8-tumor.bam
484013,1,>1000,Tumor,H8-tumor.bam
512820,1,>1000,Tumor,H8-tumor.bam
512788,1,>1000,Tumor,H8-tumor.bam
14405,1,>1000,Tumor,H8-tumor.bam
16319,1,>1000,Tumor,H8-tumor.bam
490594,1,>1000,Tumor,H8-tumor.bam
482586,1,>1000,Tumor,H8-tumor.bam
482582,1,>1000,Tumor,H8-tumor.bam
490448,1,>1000,Tumor,H8-tumor.bam
499088,1,>1000,Tumor,H8-tumor.bam
527088,1,>1000,Tumor,H8-tumor.bam
484361,1,>1000,Tumor,H8-tumor.bam
490415,1,>1000,Tumor,H8-tumor.bam
488628,1,>1000,Tumor,H8-tumor.bam
533413,1,>1000,Tumor,H8-tumor.bam
2620,1,>1000,Tumor,H8-tumor.bam
2464,1,>1000,Tumor,H8-tumor.bam
19806,1,>1000,Tumor,H8-tumor.bam
19971,1,>1000,Tumor,H8-tumor.bam
2361,1,>1000,Tumor,H8-tumor.bam
531919,1,>1000,Tumor,H8-tumor.bam
494673,1,>1000,Tumor,H8-tumor.bam
489163,1,>1000,Tumor,H8-tumor.bam
534249,1,>1000,Tumor,H8-tumor.bam
489244,1,>1000,Tumor,H8-tumor.bam
490514,1,>1000,Tumor,H8-tumor.bam
490284,1,>1000,Tumor,H8-tumor.bam
490282,1,>1000,Tumor,H8-tumor.bam
490281,1,>1000,Tumor,H8-tumor.bam
4313,1,>1000,Tumor,H8-tumor.bam
489985,1,>1000,Tumor,H8-tumor.bam
495056,1,>1000,Tumor,H8-tumor.bam
483508,1,>1000,Tumor,H8-tumor.bam
489956,1,>1000,Tumor,H8-tumor.bam
492031,1,>1000,Tumor,H8-tumor.bam
492162,1,>1000,Tumor,H8-tumor.bam
495100,1,>1000,Tumor,H8-tumor.bam
490027,1,>1000,Tumor,H8-tumor.bam
483544,1,>1000,Tumor,H8-tumor.bam
490274,1,>1000,Tumor,H8-tumor.bam
490280,1,>1000,Tumor,H8-tumor.bam
491838,1,>1000,Tumor,H8-tumor.bam
489996,1,>1000,Tumor,H8-tumor.bam
491903,1,>1000,Tumor,H8-tumor.bam
490244,1,>1000,Tumor,H8-tumor.bam
4283,1,>1000,Tumor,H8-tumor.bam
4300,1,>1000,Tumor,H8-tumor.bam
521728,1,>1000,Tumor,H8-tumor.bam
509506,1,>1000,Tumor,H8-tumor.bam
509184,1,>1000,Tumor,H8-tumor.bam
509132,1,>1000,Tumor,H8-tumor.bam
497007,1,>1000,Tumor,H8-tumor.bam
485701,1,>1000,Tumor,H8-tumor.bam
6112,1,>1000,Tumor,H8-tumor.bam
536199,1,>1000,Tumor,H8-tumor.bam
534633,1,>1000,Tumor,H8-tumor.bam
536251,1,>1000,Tumor,H8-tumor.bam
4172,1,>1000,Tumor,H8-tumor.bam
1767,1,>1000,Tumor,H8-tumor.bam
1844,1,>1000,Tumor,H8-tumor.bam
1813,1,>1000,Tumor,H8-tumor.bam
1785,1,>1000,Tumor,H8-tumor.bam
1984,1,>1000,Tumor,H8-tumor.bam
1811,1,>1000,Tumor,H8-tumor.bam
1822,1,>1000,Tumor,H8-tumor.bam
1726,1,>1000,Tumor,H8-tumor.bam
20513521,1,>1000,Tumor,H8-tumor.bam
2049,1,>1000,Tumor,H8-tumor.bam
1762,1,>1000,Tumor,H8-tumor.bam
1808,1,>1000,Tumor,H8-tumor.bam
2055,1,>1000,Tumor,H8-tumor.bam
1752,1,>1000,Tumor,H8-tumor.bam
501078,1,>1000,Tumor,H8-tumor.bam
1793,1,>1000,Tumor,H8-tumor.bam
2011,1,>1000,Tumor,H8-tumor.bam
1137,1,>1000,Tumor,H8-tumor.bam
1141,1,>1000,Tumor,H8-tumor.bam
2159,1,>1000,Tumor,H8-tumor.bam
1999,1,>1000,Tumor,H8-tumor.bam
2152,1,>1000,Tumor,H8-tumor.bam
2041,1,>1000,Tumor,H8-tumor.bam
2026,1,>1000,Tumor,H8-tumor.bam
2013,1,>1000,Tumor,H8-tumor.bam
2208,1,>1000,Tumor,H8-tumor.bam
2162,1,>1000,Tumor,H8-tumor.bam
20513507,1,>1000,Tumor,H8-tumor.bam
1221,1,>1000,Tumor,H8-tumor.bam
1397684,1,>1000,Tumor,H8-tumor.bam
2043,1,>1000,Tumor,H8-tumor.bam
989,1,500-1000,Tumor,H8-tumor.bam
1291,1,>1000,Tumor,H8-tumor.bam
1275,1,>1000,Tumor,H8-tumor.bam
1011,1,>1000,Tumor,H8-tumor.bam
1184,1,>1000,Tumor,H8-tumor.bam
1190,1,>1000,Tumor,H8-tumor.bam
1396893,1,>1000,Tumor,H8-tumor.bam
1087,1,>1000,Tumor,H8-tumor.bam
1061,1,>1000,Tumor,H8-tumor.bam
1396957,1,>1000,Tumor,H8-tumor.bam
1334,1,>1000,Tumor,H8-tumor.bam
1367,1,>1000,Tumor,H8-tumor.bam
103853447,1,>1000,Tumor,H8-tumor.bam
1859,1,>1000,Tumor,H8-tumor.bam
1404,1,>1000,Tumor,H8-tumor.bam
1794,1,>1000,Tumor,H8-tumor.bam
1397386,1,>1000,Tumor,H8-tumor.bam
2083,1,>1000,Tumor,H8-tumor.bam
2020,1,>1000,Tumor,H8-tumor.bam
1970,1,>1000,Tumor,H8-tumor.bam
1996,1,>1000,Tumor,H8-tumor.bam
1799,1,>1000,Tumor,H8-tumor.bam
2004,1,>1000,Tumor,H8-tumor.bam
1747,1,>1000,Tumor,H8-tumor.bam
1721,1,>1000,Tumor,H8-tumor.bam
1852,1,>1000,Tumor,H8-tumor.bam
1787,1,>1000,Tumor,H8-tumor.bam
2046,1,>1000,Tumor,H8-tumor.bam
2039,1,>1000,Tumor,H8-tumor.bam
1791,1,>1000,Tumor,H8-tumor.bam
1833,1,>1000,Tumor,H8-tumor.bam
1882,1,>1000,Tumor,H8-tumor.bam
511844,1,>1000,Tumor,H8-tumor.bam
545953,1,>1000,Tumor,H8-tumor.bam
545025,1,>1000,Tumor,H8-tumor.bam
536760,1,>1000,Tumor,H8-tumor.bam
536773,1,>1000,Tumor,H8-tumor.bam
501364,1,>1000,Tumor,H8-tumor.bam
506387,1,>1000,Tumor,H8-tumor.bam
5746,1,>1000,Tumor,H8-tumor.bam
561377,1,>1000,Tumor,H8-tumor.bam
503786,1,>1000,Tumor,H8-tumor.bam
19415,1,>1000,Tumor,H8-tumor.bam
502696,1,>1000,Tumor,H8-tumor.bam
502751,1,>1000,Tumor,H8-tumor.bam
552495,1,>1000,Tumor,H8-tumor.bam
1397865,1,>1000,Tumor,H8-tumor.bam
530728,1,>1000,Tumor,H8-tumor.bam
510942,1,>1000,Tumor,H8-tumor.bam
532035,1,>1000,Tumor,H8-tumor.bam
532062,1,>1000,Tumor,H8-tumor.bam
497572,1,>1000,Tumor,H8-tumor.bam
503677,1,>1000,Tumor,H8-tumor.bam
503706,1,>1000,Tumor,H8-tumor.bam
558235,1,>1000,Tumor,H8-tumor.bam
503459,1,>1000,Tumor,H8-tumor.bam
556062,1,>1000,Tumor,H8-tumor.bam
508550,1,>1000,Tumor,H8-tumor.bam
501126,1,>1000,Tumor,H8-tumor.bam
559132,1,>1000,Tumor,H8-tumor.bam
531624,1,>1000,Tumor,H8-tumor.bam
559139,1,>1000,Tumor,H8-tumor.bam
530762,1,>1000,Tumor,H8-tumor.bam
1397941,1,>1000,Tumor,H8-tumor.bam
1397778,1,>1000,Tumor,H8-tumor.bam
1383,1,>1000,Tumor,H8-tumor.bam
2058,1,>1000,Tumor,H8-tumor.bam
2412,1,>1000,Tumor,H8-tumor.bam
2178,1,>1000,Tumor,H8-tumor.bam
3389949,1,>1000,Tumor,H8-tumor.bam
2448,1,>1000,Tumor,H8-tumor.bam
2491,1,>1000,Tumor,H8-tumor.bam
2140,1,>1000,Tumor,H8-tumor.bam
2742,1,>1000,Tumor,H8-tumor.bam
2655,1,>1000,Tumor,H8-tumor.bam
538466,1,>1000,Tumor,H8-tumor.bam
546399,1,>1000,Tumor,H8-tumor.bam
24894,1,>1000,Tumor,H8-tumor.bam
546484,1,>1000,Tumor,H8-tumor.bam
553953,1,>1000,Tumor,H8-tumor.bam
538649,1,>1000,Tumor,H8-tumor.bam
538672,1,>1000,Tumor,H8-tumor.bam
538639,1,>1000,Tumor,H8-tumor.bam
538910,1,>1000,Tumor,H8-tumor.bam
5216,1,>1000,Tumor,H8-tumor.bam
18994,1,>1000,Tumor,H8-tumor.bam
547027,1,>1000,Tumor,H8-tumor.bam
558624,1,>1000,Tumor,H8-tumor.bam
548018,1,>1000,Tumor,H8-tumor.bam
552178,1,>1000,Tumor,H8-tumor.bam
534684,1,>1000,Tumor,H8-tumor.bam
514945,1,>1000,Tumor,H8-tumor.bam
556050,1,>1000,Tumor,H8-tumor.bam
525576,1,>1000,Tumor,H8-tumor.bam
553960,1,>1000,Tumor,H8-tumor.bam
51040391,1,>1000,Tumor,H8-tumor.bam
51040544,1,>1000,Tumor,H8-tumor.bam
157761241,1,>1000,Tumor,H8-tumor.bam
14283926,1,>1000,Tumor,H8-tumor.bam
84496725,1,>1000,Tumor,H8-tumor.bam
84496611,1,>1000,Tumor,H8-tumor.bam
936,1,500-1000,Tumor,H8-tumor.bam
35177472,1,>1000,Tumor,H8-tumor.bam
146778815,1,>1000,Tumor,H8-tumor.bam
1685,1,>1000,Tumor,H8-tumor.bam
17678130,1,>1000,Tumor,H8-tumor.bam
111401463,1,>1000,Tumor,H8-tumor.bam
111401335,1,>1000,Tumor,H8-tumor.bam
169006432,1,>1000,Tumor,H8-tumor.bam
129444198,1,>1000,Tumor,H8-tumor.bam
20876435,1,>1000,Tumor,H8-tumor.bam
47320777,1,>1000,Tumor,H8-tumor.bam
33028498,1,>1000,Tumor,H8-tumor.bam
33028623,1,>1000,Tumor,H8-tumor.bam
60410607,1,>1000,Tumor,H8-tumor.bam
119249569,1,>1000,Tumor,H8-tumor.bam
36340738,1,>1000,Tumor,H8-tumor.bam
142751185,1,>1000,Tumor,H8-tumor.bam
142751048,1,>1000,Tumor,H8-tumor.bam
170913861,1,>1000,Tumor,H8-tumor.bam
16783198,1,>1000,Tumor,H8-tumor.bam
16783354,1,>1000,Tumor,H8-tumor.bam
942532,1,>1000,Tumor,H8-tumor.bam
11576753,1,>1000,Tumor,H8-tumor.bam
15151555,1,>1000,Tumor,H8-tumor.bam
20876468,1,>1000,Tumor,H8-tumor.bam
329795,1,>1000,Tumor,H8-tumor.bam
329741,1,>1000,Tumor,H8-tumor.bam
329659,1,>1000,Tumor,H8-tumor.bam
329682,1,>1000,Tumor,H8-tumor.bam
329655,1,>1000,Tumor,H8-tumor.bam
32387963,1,>1000,Tumor,H8-tumor.bam
51101441,1,>1000,Tumor,H8-tumor.bam
1257,1,>1000,Tumor,H8-tumor.bam
1336,1,>1000,Tumor,H8-tumor.bam
116423447,1,>1000,Tumor,H8-tumor.bam
26980284,1,>1000,Tumor,H8-tumor.bam
167147739,1,>1000,Tumor,H8-tumor.bam
167147839,1,>1000,Tumor,H8-tumor.bam
868,1,500-1000,Tumor,H8-tumor.bam
158479794,1,>1000,Tumor,H8-tumor.bam
20211220,1,>1000,Tumor,H8-tumor.bam
13090940,1,>1000,Tumor,H8-tumor.bam
13090875,1,>1000,Tumor,H8-tumor.bam
31781166,1,>1000,Tumor,H8-tumor.bam
3923,1,>1000,Tumor,H8-tumor.bam
178532688,1,>1000,Tumor,H8-tumor.bam
4065,1,>1000,Tumor,H8-tumor.bam
2753,1,>1000,Tumor,H8-tumor.bam
7065538,1,>1000,Tumor,H8-tumor.bam
84857654,1,>1000,Tumor,H8-tumor.bam
10384512,1,>1000,Tumor,H8-tumor.bam
10384550,1,>1000,Tumor,H8-tumor.bam
91994149,1,>1000,Tumor,H8-tumor.bam
37808803,1,>1000,Tumor,H8-tumor.bam
163482319,1,>1000,Tumor,H8-tumor.bam
1109,1,>1000,Tumor,H8-tumor.bam
62586125,1,>1000,Tumor,H8-tumor.bam
114401301,1,>1000,Tumor,H8-tumor.bam
114401291,1,>1000,Tumor,H8-tumor.bam
61738958,1,>1000,Tumor,H8-tumor.bam
19235894,1,>1000,Tumor,H8-tumor.bam
18095473,1,>1000,Tumor,H8-tumor.bam
18093484,1,>1000,Tumor,H8-tumor.bam
56169058,1,>1000,Tumor,H8-tumor.bam
51924,1,>1000,Tumor,H8-tumor.bam
46295,1,>1000,Tumor,H8-tumor.bam
45401,1,>1000,Tumor,H8-tumor.bam
142632324,1,>1000,Tumor,H8-tumor.bam
25641,1,>1000,Tumor,H8-tumor.bam
18080825,1,>1000,Tumor,H8-tumor.bam
94609339,1,>1000,Tumor,H8-tumor.bam
18082482,1,>1000,Tumor,H8-tumor.bam
57675,1,>1000,Tumor,H8-tumor.bam
53312,1,>1000,Tumor,H8-tumor.bam
18075243,1,>1000,Tumor,H8-tumor.bam
57904,1,>1000,Tumor,H8-tumor.bam
60851,1,>1000,Tumor,H8-tumor.bam
18074396,1,>1000,Tumor,H8-tumor.bam
18064485,1,>1000,Tumor,H8-tumor.bam
18064328,1,>1000,Tumor,H8-tumor.bam
46892,1,>1000,Tumor,H8-tumor.bam
47041,1,>1000,Tumor,H8-tumor.bam
105129057,1,>1000,Tumor,H8-tumor.bam
18058095,1,>1000,Tumor,H8-tumor.bam
18166323,1,>1000,Tumor,H8-tumor.bam
25357,1,>1000,Tumor,H8-tumor.bam
70111,1,>1000,Tumor,H8-tumor.bam
12563162,1,>1000,Tumor,H8-tumor.bam
121962077,1,>1000,Tumor,H8-tumor.bam
1609846,1,>1000,Tumor,H8-tumor.bam
3718230,1,>1000,Tumor,H8-tumor.bam
49303046,1,>1000,Tumor,H8-tumor.bam
41137882,1,>1000,Tumor,H8-tumor.bam
63530160,1,>1000,Tumor,H8-tumor.bam
1571058,1,>1000,Tumor,H8-tumor.bam
12023594,1,>1000,Tumor,H8-tumor.bam
12023415,1,>1000,Tumor,H8-tumor.bam
56615996,1,>1000,Tumor,H8-tumor.bam
3754239,1,>1000,Tumor,H8-tumor.bam
3754081,1,>1000,Tumor,H8-tumor.bam
44825843,1,>1000,Tumor,H8-tumor.bam
44825703,1,>1000,Tumor,H8-tumor.bam
83088782,1,>1000,Tumor,H8-tumor.bam
146703119,1,>1000,Tumor,H8-tumor.bam
357447,1,>1000,Tumor,H8-tumor.bam
699,1,500-1000,Tumor,H8-tumor.bam
78755245,1,>1000,Tumor,H8-tumor.bam
60062685,1,>1000,Tumor,H8-tumor.bam
82912099,1,>1000,Tumor,H8-tumor.bam
82912048,1,>1000,Tumor,H8-tumor.bam
57339161,1,>1000,Tumor,H8-tumor.bam
54707799,1,>1000,Tumor,H8-tumor.bam
50770187,1,>1000,Tumor,H8-tumor.bam
47913372,1,>1000,Tumor,H8-tumor.bam
139037755,1,>1000,Tumor,H8-tumor.bam
76837204,1,>1000,Tumor,H8-tumor.bam
1720060,1,>1000,Tumor,H8-tumor.bam
83088772,1,>1000,Tumor,H8-tumor.bam
118474575,1,>1000,Tumor,H8-tumor.bam
170415689,1,>1000,Tumor,H8-tumor.bam
57511156,1,>1000,Tumor,H8-tumor.bam
57959167,1,>1000,Tumor,H8-tumor.bam
100338078,1,>1000,Tumor,H8-tumor.bam
8896860,1,>1000,Tumor,H8-tumor.bam
227822242,1,>1000,Tumor,H8-tumor.bam
104578620,1,>1000,Tumor,H8-tumor.bam
72041851,1,>1000,Tumor,H8-tumor.bam
216480026,1,>1000,Tumor,H8-tumor.bam
216480153,1,>1000,Tumor,H8-tumor.bam
107845895,1,>1000,Tumor,H8-tumor.bam
212390377,1,>1000,Tumor,H8-tumor.bam
186401841,1,>1000,Tumor,H8-tumor.bam
34547133,1,>1000,Tumor,H8-tumor.bam
182345222,1,>1000,Tumor,H8-tumor.bam
12874351,1,>1000,Tumor,H8-tumor.bam
12874480,1,>1000,Tumor,H8-tumor.bam
97399938,1,>1000,Tumor,H8-tumor.bam
180371079,1,>1000,Tumor,H8-tumor.bam
217945966,1,>1000,Tumor,H8-tumor.bam
123672011,1,>1000,Tumor,H8-tumor.bam
119162481,1,>1000,Tumor,H8-tumor.bam
119162443,1,>1000,Tumor,H8-tumor.bam
136360866,1,>1000,Tumor,H8-tumor.bam
6314,1,>1000,Tumor,H8-tumor.bam
6148,1,>1000,Tumor,H8-tumor.bam
6035,1,>1000,Tumor,H8-tumor.bam
6170,1,>1000,Tumor,H8-tumor.bam
62865560,1,>1000,Tumor,H8-tumor.bam
233027930,1,>1000,Tumor,H8-tumor.bam
1088388,1,>1000,Tumor,H8-tumor.bam
1926,1,>1000,Tumor,H8-tumor.bam
172909159,1,>1000,Tumor,H8-tumor.bam
41873644,1,>1000,Tumor,H8-tumor.bam
179177234,1,>1000,Tumor,H8-tumor.bam
179177208,1,>1000,Tumor,H8-tumor.bam
116018916,1,>1000,Tumor,H8-tumor.bam
113438122,1,>1000,Tumor,H8-tumor.bam
198775978,1,>1000,Tumor,H8-tumor.bam
98654441,1,>1000,Tumor,H8-tumor.bam
98654412,1,>1000,Tumor,H8-tumor.bam
2067272,1,>1000,Tumor,H8-tumor.bam
39291900,1,>1000,Tumor,H8-tumor.bam
190173895,1,>1000,Tumor,H8-tumor.bam
136161755,1,>1000,Tumor,H8-tumor.bam
189782937,1,>1000,Tumor,H8-tumor.bam
193086018,1,>1000,Tumor,H8-tumor.bam
35842213,1,>1000,Tumor,H8-tumor.bam
188949232,1,>1000,Tumor,H8-tumor.bam
112065087,1,>1000,Tumor,H8-tumor.bam
20312678,1,>1000,Tumor,H8-tumor.bam
791,1,500-1000,Tumor,H8-tumor.bam
158489306,1,>1000,Tumor,H8-tumor.bam
158489491,1,>1000,Tumor,H8-tumor.bam
21057511,1,>1000,Tumor,H8-tumor.bam
34681849,1,>1000,Tumor,H8-tumor.bam
1360,1,>1000,Tumor,H8-tumor.bam
1058,1,>1000,Tumor,H8-tumor.bam
30200021,1,>1000,Tumor,H8-tumor.bam
6419409,1,>1000,Tumor,H8-tumor.bam
191647980,1,>1000,Tumor,H8-tumor.bam
46201725,1,>1000,Tumor,H8-tumor.bam
166047279,1,>1000,Tumor,H8-tumor.bam
856,1,500-1000,Tumor,H8-tumor.bam
137839409,1,>1000,Tumor,H8-tumor.bam
133990474,1,>1000,Tumor,H8-tumor.bam
133990318,1,>1000,Tumor,H8-tumor.bam
169319216,1,>1000,Tumor,H8-tumor.bam
1012,1,>1000,Tumor,H8-tumor.bam
24051584,1,>1000,Tumor,H8-tumor.bam
196300068,1,>1000,Tumor,H8-tumor.bam
194864298,1,>1000,Tumor,H8-tumor.bam
194864205,1,>1000,Tumor,H8-tumor.bam
160705877,1,>1000,Tumor,H8-tumor.bam
160705914,1,>1000,Tumor,H8-tumor.bam
170498498,1,>1000,Tumor,H8-tumor.bam
2720,1,>1000,Tumor,H8-tumor.bam
621,1,500-1000,Tumor,H8-tumor.bam
8084,1,>1000,Tumor,H8-tumor.bam
8109,1,>1000,Tumor,H8-tumor.bam
93438659,1,>1000,Tumor,H8-tumor.bam
93438708,1,>1000,Tumor,H8-tumor.bam
33915300,1,>1000,Tumor,H8-tumor.bam
170844604,1,>1000,Tumor,H8-tumor.bam
146121935,1,>1000,Tumor,H8-tumor.bam
17328,1,>1000,Tumor,H8-tumor.bam
329696,1,>1000,Tumor,H8-tumor.bam
329612,1,>1000,Tumor,H8-tumor.bam
103741428,1,>1000,Tumor,H8-tumor.bam
103741572,1,>1000,Tumor,H8-tumor.bam
28454089,1,>1000,Tumor,H8-tumor.bam
27117,1,>1000,Tumor,H8-tumor.bam
147767098,1,>1000,Tumor,H8-tumor.bam
12081809,1,>1000,Tumor,H8-tumor.bam
119597793,1,>1000,Tumor,H8-tumor.bam
119597884,1,>1000,Tumor,H8-tumor.bam
150062752,1,>1000,Tumor,H8-tumor.bam
231574035,1,>1000,Tumor,H8-tumor.bam
55383455,1,>1000,Tumor,H8-tumor.bam
170679946,1,>1000,Tumor,H8-tumor.bam
170679989,1,>1000,Tumor,H8-tumor.bam
160079627,1,>1000,Tumor,H8-tumor.bam
160079645,1,>1000,Tumor,H8-tumor.bam
165691996,1,>1000,Tumor,H8-tumor.bam
165691842,1,>1000,Tumor,H8-tumor.bam
186305404,1,>1000,Tumor,H8-tumor.bam
87265953,1,>1000,Tumor,H8-tumor.bam
68502773,1,>1000,Tumor,H8-tumor.bam
1559794,1,>1000,Tumor,H8-tumor.bam
22585846,1,>1000,Tumor,H8-tumor.bam
10095838,1,>1000,Tumor,H8-tumor.bam
10095974,1,>1000,Tumor,H8-tumor.bam
9269712,1,>1000,Tumor,H8-tumor.bam
173089015,1,>1000,Tumor,H8-tumor.bam
37485766,1,>1000,Tumor,H8-tumor.bam
35244393,1,>1000,Tumor,H8-tumor.bam
211440959,1,>1000,Tumor,H8-tumor.bam
27282698,1,>1000,Tumor,H8-tumor.bam
59633049,1,>1000,Tumor,H8-tumor.bam
213475145,1,>1000,Tumor,H8-tumor.bam
213475166,1,>1000,Tumor,H8-tumor.bam
111191283,1,>1000,Tumor,H8-tumor.bam
202747099,1,>1000,Tumor,H8-tumor.bam
15928438,1,>1000,Tumor,H8-tumor.bam
15928534,1,>1000,Tumor,H8-tumor.bam
65188,1,>1000,Tumor,H8-tumor.bam
27379086,1,>1000,Tumor,H8-tumor.bam
169068933,1,>1000,Tumor,H8-tumor.bam
196335018,1,>1000,Tumor,H8-tumor.bam
169493106,1,>1000,Tumor,H8-tumor.bam
15088557,1,>1000,Tumor,H8-tumor.bam
22228447,1,>1000,Tumor,H8-tumor.bam
58062838,1,>1000,Tumor,H8-tumor.bam
291798,1,>1000,Tumor,H8-tumor.bam
17992690,1,>1000,Tumor,H8-tumor.bam
179440618,1,>1000,Tumor,H8-tumor.bam
118474593,1,>1000,Tumor,H8-tumor.bam
118474724,1,>1000,Tumor,H8-tumor.bam
1302,1,>1000,Tumor,H8-tumor.bam
13775587,1,>1000,Tumor,H8-tumor.bam
18066890,1,>1000,Tumor,H8-tumor.bam
164569513,1,>1000,Tumor,H8-tumor.bam
161657188,1,>1000,Tumor,H8-tumor.bam
651,1,500-1000,Tumor,H8-tumor.bam
6609809,1,>1000,Tumor,H8-tumor.bam
6609989,1,>1000,Tumor,H8-tumor.bam
395937,1,>1000,Tumor,H8-tumor.bam
395944,1,>1000,Tumor,H8-tumor.bam
215616329,1,>1000,Tumor,H8-tumor.bam
212994942,1,>1000,Tumor,H8-tumor.bam
22901781,1,>1000,Tumor,H8-tumor.bam
6646175,1,>1000,Tumor,H8-tumor.bam
21766256,1,>1000,Tumor,H8-tumor.bam
452978,1,>1000,Tumor,H8-tumor.bam
16914298,1,>1000,Tumor,H8-tumor.bam
144646466,1,>1000,Tumor,H8-tumor.bam
164569602,1,>1000,Tumor,H8-tumor.bam
90929642,1,>1000,Tumor,H8-tumor.bam
84121265,1,>1000,Tumor,H8-tumor.bam
56698039,1,>1000,Tumor,H8-tumor.bam
26722310,1,>1000,Tumor,H8-tumor.bam
26722462,1,>1000,Tumor,H8-tumor.bam
11198248,1,>1000,Tumor,H8-tumor.bam
167025355,1,>1000,Tumor,H8-tumor.bam
167025487,1,>1000,Tumor,H8-tumor.bam
40610999,1,>1000,Tumor,H8-tumor.bam
8170897,1,>1000,Tumor,H8-tumor.bam
8170965,1,>1000,Tumor,H8-tumor.bam
22569929,1,>1000,Tumor,H8-tumor.bam
18640358,1,>1000,Tumor,H8-tumor.bam
144428547,1,>1000,Tumor,H8-tumor.bam
144428646,1,>1000,Tumor,H8-tumor.bam
5766462,1,>1000,Tumor,H8-tumor.bam
2702,1,>1000,Tumor,H8-tumor.bam
176699828,1,>1000,Tumor,H8-tumor.bam
1128,1,>1000,Tumor,H8-tumor.bam
1213,1,>1000,Tumor,H8-tumor.bam
102629929,1,>1000,Tumor,H8-tumor.bam
3992,1,>1000,Tumor,H8-tumor.bam
27402393,1,>1000,Tumor,H8-tumor.bam
9970409,1,>1000,Tumor,H8-tumor.bam
27530893,1,>1000,Tumor,H8-tumor.bam
27821000,1,>1000,Tumor,H8-tumor.bam
177420772,1,>1000,Tumor,H8-tumor.bam
2067197,1,>1000,Tumor,H8-tumor.bam
4506751,1,>1000,Tumor,H8-tumor.bam
156699626,1,>1000,Tumor,H8-tumor.bam
14303471,1,>1000,Tumor,H8-tumor.bam
2673,1,>1000,Tumor,H8-tumor.bam
2818,1,>1000,Tumor,H8-tumor.bam
5847,1,>1000,Tumor,H8-tumor.bam
